No.,会社名,設立年,代表者名,従業員数,住所,会社URL
1112,日幸産業運輸株式会社,1992年, - ,100-499人,北海道石狩市新港西2丁目780番地2,http://www.nikko-jfn.co.jp/
1113,札幌定温運輸株式会社,1972年, - ,100-499人,北海道札幌市西区発寒14条14丁目1-17,https://www.sapporoteionunyu.co.jp/
1114,フジモト運輸株式会社,1973年, - ,100-499人,京都府久世郡久御山町市田新珠城225-1,http://www.fujimotounyu.co.jp/
1115,山崎倉庫株式会社,1978年, - ,10-29人,京都府京都市南区久世東土川町338-1,http://www.yamazaki-wh.co.jp/
1116,舞鶴倉庫株式会社,1947年, - ,30-99人,京都府舞鶴市大字松陰小字嶋崎23番地,http://www.maizuru-soko.co.jp/
1117,株式会社第一港運,1965年, - ,30-99人,沖縄県浦添市西洲2-22,http://daiichi-koun.jp/
1118,株式会社沖縄急送,1975年, - , - ,沖縄県浦添市西洲2-6-4,http://www.o-kyuso.co.jp/
1119,沖縄ロジテム株式会社,1985年, - ,100-499人,沖縄県那覇市港町2丁目17番1号,http://www.oki-logi.co.jp/htmls/01.htm
1120,株式会社新潟丸和運輸,1980年, - ,100-499人,新潟県新潟市東区海老ケ瀬字長田502-1,http://niigata-maruwa.com/
1121,明日香運送株式会社,1969年, - ,100-499人,奈良県高市郡明日香村大字岡45番地の1,http://www.asuka-unsou.jp/
1122,大和運輸株式会社,1954年, - ,30-99人,奈良県奈良市三条町321番地の1,http://www.yamatounyu.co.jp/
1123,株式会社オーケー物流,1994年, - , - ,奈良県磯城郡三宅町但馬 350,http://ok-logistics.co.jp/
1124,湖東物流株式会社,1977年, - ,30-99人,滋賀県近江八幡市千僧供町640-1,https://www.kotologi.co.jp/
1125,株式会社ライズトランスポート,2007年,藤武 克巳,100-499人,和歌山県和歌山市直川185-12,http://rise-transport.co.jp/
1126,株式会社PLUS ONE, - , - , - ,神奈川県横浜市都筑区東山田2-3-24,http://www.plusone-exp.com/
1127,株式会社名古屋森吉物流倉庫,1973年, - , - ,愛知県名古屋市港区港陽1-1-82,http://www.morikichi.jp/
1128,岡谷物流株式会社,1973年, - ,30-99人,愛知県名古屋市中川区富船町4-1,http://www.okaya-logi.jp/
1129,株式会社札幌豊興,1974年, - ,30-99人,北海道札幌市北区新琴似町786番9号,http://www.sap-hoko.co.jp/
1130,グリーンエキスプレス株式会社,2002年, - ,500-999人,北海道札幌市西区発寒13条14丁目1080-30,https://green-exp.co.jp/
1131,日本物流センター株式会社,1993年, - ,100-499人,神奈川県川崎市川崎区浮島町12-3,https://www.nbcweb.co.jp
1132,中京倉庫株式会社,1948年, - , - ,愛知県名古屋市熱田区六野2-1-3,http://www.chukyosoko.co.jp/main.html
1133,株式会社シスク,1999年, - , - ,東京都港区浜松町1-23-4 浜松町昭栄ビル 4Ｆ,http://www.cisc-net.co.jp/
1134,旭運輸株式会社,1952年, - ,100-499人,愛知県名古屋市港区入船2-4-6 名港ビル,https://www.auk.co.jp/
1135,株式会社ペガサスグローバルエクスプレス,2010年, - ,100-499人,東京都江東区新木場1-8-11,https://www.pegasus-group.com/
1136,オリンピア印刷株式会社,1971年, - ,10-29人,大阪府大阪市西区江戸堀2-1-13-6F,https://www.sasshi-insatsu.com
1137,株式会社リューズ,1989年, - ,30-99人,埼玉県北葛飾郡松伏町松伏4795-1,http://www.ryu-s.co.jp/
1138,株式会社エムケー・ロジテック,2005年, - , - ,埼玉県川口市差間2-6-33,https://www.mk-logitech.co.jp/
1139,大阪パッケージ株式会社,1985年, - ,10-29人,大阪府大阪市福島区大開2-19-15,http://www.osaka-package.co.jp/information.html
1140,株式会社ロジスティクスウェーブジャパン,2012年, - ,100-499人,東京都江東区千石1-12-5,http://www.ec-rescue.net/
1141,寿美術印刷株式会社,1986年, - , - ,神奈川県横浜市磯子区下町1-19,https://printman1.com/
1142,有限会社メイルスタッフ,1996年, - ,5-9人,静岡県静岡市駿河区津島町6-27,http://www.mailstaff.co.jp/
1143,株式会社阿部紙工,1963年, - ,100-499人,福島県福島市庄野字柿場1-11,http://www.abeshikoh.co.jp/
1144,株式会社フェイス,1996年, - , - ,宮城県仙台市宮城野区扇町2-1-3,https://faith-net.jp/
1145,中越運送株式会社ＣＦＳ東京センター,1951年,中山　元四郎,100-499人,新潟県新潟市中央区美咲町1-23-26,http://www.cfs-net.jp/index.html
1146,株式会社みのりネットワーク,2007年, - , - ,東京都中野区中野1-27-2 1F,http://www.minori-network.com/
1147,S&Nロジスティクス株式会社,2006年, - , - ,東京都江東区木場2-1-3-2F,https://www.sn-l.co.jp/
1148,株式会社ファーストステップ,2012年, - , - ,東京都文京区湯島3丁目13-8　湯島不二ビル701号室,https://www.1st-step.co.jp/
1149,東京システム運輸ホールディングス株式会社,1967年, - ,1000人以上,東京都立川市曙町二丁目38番5号立川ビジネスセンタービル6階,http://www.netdepot.jp/
1150,NDCアジア株式会社,2016年, - , - ,東京都中央区日本橋兜町１７番２号兜町第六葉山ビル４F,https://ndc-asia.com/
1151,株式会社デアルカ,2015年, - , - ,埼玉県児玉郡上里町金久保479-1,http://dearuka.jp/
1152,SGHグローバル・ジャパン株式会社,1980年, - ,100-499人,東京都江東区新砂3-2-9 XフロンティアWEST5階,https://www.sgh-globalj.com/
1153,共立印刷株式会社,1980年, - ,100-499人,東京都板橋区清水町36-1,http://www.kyoritsu-printing.co.jp/
1154,久留米運送株式会社,1951年, - ,1000人以上,福岡県久留米市東櫛原町353番地,https://www.kurumeunsou.co.jp/
1155,関東総合輸送株式会社,1990年, - ,100-499人,埼玉県行田市野神殿1584-8 行田みなみ産業団地内,http://kanso-inc.com/
1156,株式会社JCC,1997年,山岡 俊雅,100-499人,福岡県大野城市仲畑2-11-48,http://www.e-jcc.jp/
1157,有限会社内本開発,1990年, - ,30-99人,福岡県北九州市小倉北区末広2丁目3番13号,http://www.uchimotokaihatsu.co.jp/
1158,ミカロジ株式会社,2006年, - ,30-99人,埼玉県狭山市上赤坂599-1,http://www.mikaroji.jp/
1159,株式会社ドリームネット,2005年, - ,10-29人,埼玉県新座市野火止三丁目14番21号,https://dream-net.co.jp/
1160,やまびこ有限会社,2005年, - ,10-29人,大阪府門真市四宮6丁目2番7号,http://yamabikogroup.com/
1161,ロジテムインターナショナル株式会社,1943年, - ,30-99人,東京都大田区仲池上1-31-19,http://www.logitem-inter.co.jp/
1162,センコー物流倉庫株式会社,1987年, - , - ,千葉県匝瑳市八日市場イ878-1,http://sen-ko.jp/
1163,株式会社ディー・エム広告社,1974年, - ,100-499人,東京都江東区大島1-9-8 大島プレールビル 2F,https://www.exc-dmk.com/
1164,ヤマトマルチチャーター株式会社,1939年, - ,100-499人,京都府京都市伏見区横大路芝生10-1 ヤマトグループ京都物流ターミナル4階,http://www.yamato-mc.co.jp/
1165,株式会社クイック,1988年, - ,10-29人,大阪府松原市高見の里2丁目35番地10号,https://www.q-119unsou.com/
1166,株式会社水谷運輸倉庫,1955年, - ,100-499人,三重県四日市市泊村1241-12,https://www.mizu-logi.jp
1167,新成運輸株式会社,1980年, - ,30-99人,三重県四日市市楠町北五味塚392-1,http://shinseiunyu.co.jp/
1168,弘前倉庫株式会社,1953年, - , - ,青森県弘前市豊田三丁目5番地1,http://daishu-hiroso.co.jp/
1169,株式会社茨城荷役運輸,2004年, - , - ,茨城県東茨城郡茨城町長岡3474-1,https://ibarakiniyaku.com/
1170,パワーソリューション株式会社,2011年, - , - ,大阪府大阪市中央区谷町9-2-14　中田東海ビル4F,https://power-slt.co.jp/
1171,丸進運輸株式会社,1978年, - ,500-999人,兵庫県伊丹市森本8丁目104番地,http://marushin-unyu.co.jp/
1172,ヤマトホールディングス株式会社,1919年, - , - ,東京都中央区銀座2-16-10,https://www.yamato-hd.co.jp/
1173,株式会社カンロジ,1992年, - ,100-499人,東京都品川区北品川三丁目3番5号Daiwa 品川御殿山ビル5階,http://klc.itclogi.com/
1174,株式会社八楠,1948年, - ,100-499人,神奈川県横浜市中区本町5丁目49番地,http://www.yanan.co.jp/
1175,株式会社プライム物流,1998年, - ,30-99人,東京都大田区東海4丁目9番12号 インタ－ナショナルエクスプレス（株）内6階,http://prime-pd.com/
1176,株式会社 CIN GROUP,2012年, - ,100-499人,東京都渋谷区神宮前6-19-13J-6ビル3F,http://www.cin-group.com/
1177,EVERライン株式会社,2007年, - ,5-9人,千葉県柏市若柴178-4 KOIL 6F,http://everline.jp/
1178,琉球海運株式会社,1950年, - ,100-499人,沖縄県那覇市西1丁目24番11号,https://www.rkkline.co.jp/
1179,株式会社近鉄エクスプレス販売,1998年, - ,30-99人,東京都港区三田2-7-13 TDS三田ビル5階,https://www.kwesales.co.jp/
1180,前橋南部運送株式会社,1970年, - ,30-99人,群馬県前橋市後閑町711番地,http://maebashinanbu.co.jp/
1181,株式会社コージツ,1994年, - , - ,大阪府貝塚市二色中町3-9,http://www.kohjitsu.com/
1182,三池港物流株式会社,2010年, - ,100-499人,福岡県大牟田市新港町1,https://miikekou.co.jp/
1183,株式会社スマイルライナー, - , - , - ,滋賀県愛知郡愛荘町愛知川617-3,http://xn--ecka5d8cvezcn3l.com/
1184,丸善グループ,1963年, - ,30-99人,福岡県久留米市善導寺町飯田829-1,http://www.maruz.co.jp/
1185,株式会社セイノー情報サービス,1984年, - ,100-499人,岐阜県大垣市田口町1番地,http://www.seino.co.jp/sis/
1186,AASC株式会社,2011年, - ,100-499人,東京都港区虎ノ門5-13-1虎ノ門40MTビル7階,https://www.aasc-world.com/
1187,株式会社アイ・トランス,2003年, - ,10-29人,大阪府大阪市中央区本町1-5-6 山甚ビル,http://www.i-trans.co.jp/
1188,ニュースターライン株式会社,1983年, - ,30-99人,愛知県名古屋市中区錦１-17-13 名興ビル５階,http://www.ns-line.co.jp/
1189,株式会社エイシンインターナショナル,1985年, - ,10-29人,大阪府大阪市中央区平野町1-6-9　平野町KIビル8階,http://www.eishin.intl.co.jp/
1190,東西商事株式会社,1954年, - ,10-29人,東京都港区東麻布１丁目26番８号　イイダアネックス東麻布,http://tozaishoji.co.jp/
1191,丸共通運株式会社,1914年, - ,100-499人,愛知県碧南市浜田町４丁目３４番地,https://www.marukyo-tsuun.co.jp/
1192,東京トラック運送株式会社,1972年, - ,1000人以上,東京都江東区新砂一丁目13番13号,http://www.tokyo-truck.co.jp/office_shirai/
1193,谷川運輸倉庫株式会社,1939年, - ,100-499人,大阪府大阪市北区中之島6丁目2-40　中之島インテス16階,https://www.tanigawa-net.co.jp/
1194,郵全株式会社,1970年, - ,100-499人,大阪府泉大津市汐見町104番地,https://yuzen.co.jp/
1195,株式会社南海エクスプレス,2002年, - ,100-499人,大阪府大阪市浪速区難波中1丁目10番4号　南海SK難波ビル12階,https://www.nankai-express.co.jp/
1196,浅川組運輸株式会社,1963年, - ,100-499人,和歌山県和歌山市築港5-4,https://www.asakawa-unyu.co.jp/
1197,平和みらい株式会社,1950年, - ,100-499人,静岡県静岡市駿河区豊田1丁目9番1号,http://www.heiwa-mirai.co.jp/
1198,日触物流株式会社,1953年, - ,100-499人,大阪府大阪市中央区高麗橋4-1-1（興銀ビル6階）,https://www.ns-b.jp/
1199,株式会社アクティチャレンジ,2004年, - ,100-499人,栃木県宇都宮市西川田6-6-21,http://www.acty-challenge.com/
1200,丸栄ニューウェーブ株式会社,2005年, - ,30-99人,愛知県岡崎市洞町字鷹野2番地1,http://marueinewwave.com/
1201,株式会社アルファ流通サービス,2001年, - ,1000人以上,埼玉県三郷市戸ヶ崎4-49番地,http://www.alpha-ars.co.jp/
1202,ストレージサービス株式会社,1988年, - ,30-99人,大阪府大阪市西区南堀江4―21―14,http://www.o-syoko.co.jp/index.html
1203,ミズタ物流株式会社,1989年, - ,10-29人,大阪府貝塚市港6番地,https://mizutadistribution.co.jp/
1204,株式会社ケイルート,1964年, - ,30-99人,埼玉県さいたま市桜区下大久保1256,http://www.kroute.co.jp/
1205,株式会社デベロップ,2007年, - ,30-99人,千葉県市川市市川1-4-10 市川ビル8F,https://develop-group.jp/
1206,京町堀運輸倉庫株式会社,1951年, - ,30-99人,大阪府大阪市西区京町堀1-13-23,http://www.kyomachi.co.jp/
1207,TSUKIYOMI株式会社,1995年, - ,1000人以上,千葉県香取郡多古町喜多井野578番,http://www.tsukiyomi-79.co.jp/
1208,ユタカ運輸倉庫株式会社,1969年, - ,1000人以上,東京都足立区入谷9-30-21,http://yutaka-u.com/
1209,株式会社西芳物流,1970年, - ,10-29人,大阪府大阪市住之江区柴谷2-8-91号,http://nishiyoshi-butsuryu.co.jp/
1210,株式会社せいしん,2016年, - ,10-29人,静岡県田方郡函南町間宮624-22,http://www.seisintrunk.co.jp/
1211,ディー・アイ・ロジスティクス株式会社,2004年, - ,10-29人,東京都大田区　平和島1-2-30　センコーPDセンター2F,http://dilogi.info
1212,ヒラノ物流サービス株式会社,2002年, - , - ,千葉県旭市萩園1138,https://www.hirano-logistics.jp/
1213,有限会社翼企画,1990年, - ,5-9人,東京都墨田区立花5-40-4,http://tsubasa-kikaku.com/
1214,株式会社 K･ファイブロジ,2014年, - ,1000人以上,東京都江戸川区一之江1-19-8,http://k-five214.com/
1215,株式会社九州大和,1972年, - , - ,福岡県北九州市八幡西区本城東5-4-1,http://www.toti-contena.kyamato.jp/
1216,有限会社山梨コンテナサービス,1993年, - , - ,山梨県甲府市和戸町３２７,https://y-container.jp/
1217,株式会社ユアスペース,1999年, - , - ,東京都墨田区錦糸1-16-11-5F,http://www.yourspace-g.com/
1218,有限会社藁科産業, - , - , - ,静岡県静岡市駿河区中原407,http://www.minisouko.co.jp/
1219,株式会社北海道日新,1981年, - ,100-499人,北海道札幌市白石区流通センター1丁目7番54号北新ビル3F,http://www.h-nissin.co.jp/
1220,日本ユニフル株式会社,2000年, - , - ,愛知県名古屋市西区比良三丁目310,http://www.uniful.co.jp/
1221,志水倉庫株式会社,1905年, - , - ,東京都荒川区西尾久4-7-10,https://www.shimizusoko.co.jp/
1222,エリアリンク株式会社,1995年, - ,30-99人,東京都千代田区外神田4-14-1秋葉原UDXビル北ウィング20階,https://www.arealink.co.jp/
1223,イナバクリエイト株式会社,2015年, - , - ,東京都品川区南大井３-28-10　ORIENT BLD No140 OIトレーディングビル5F,https://www.inaba-create.co.jp/
1224,株式会社マリンボックス, - , - ,10-29人,神奈川県藤沢市湘南台2-18-1サンウェイ湘南ビル4階,http://www.marinebox-inc.co.jp/
1225,シーズエナジー株式会社,1966年, - ,5-9人,東京都大田区東矢口３丁目２−１,http://rental-syuno.com/
1226,株式会社アンビシャス,2006年, - ,30-99人,大阪府大阪市中央区南船場1丁目3-5　リプロ南船場8階,http://www.syuno-pit.biz/
1227,株式会社渡辺住研,1974年, - ,30-99人,埼玉県富士見市鶴馬2608-7,https://www.w-juken.com/
1228,株式会社フリーライフ,2020年, - , - ,石川県金沢市彦三町1－2－1アルソティ金沢彦三1階,https://minnano-trunkroom.com/
1229,"株式会社terre, Inc.",2013年, - , - ,東京都港区南青山2-2-15ウィン青山1317,https://trunk-trump.com/
1230,株式会社ヴェルリース,1999年, - ,5-9人,神奈川県藤沢市藤沢973　相模プラザ第3ビル　3階,https://www.verulease.jp/
1231,株式会社 アプレックス,2000年, - , - ,東京都渋谷区渋谷3-16-3　第一ミネギシビル4階,http://www.aplex.co.jp/
1232,芸備倉庫株式会社,1925年, - ,5-9人,広島県広島市南区元宇品町2-11,https://www.geisogroup.com/geibisouko
1233,間嶋運送有限会社,1961年, - ,1000人以上,東京都練馬区早宮2-8-19,http://www.majima-unso.com/
1234,金澤運輸株式会社,1964年, - ,1000人以上,東京都練馬区土支田3-27-18,http://www.kanazawa-exp.jp/
1235,矢崎運輸倉庫株式会社,1983年, - ,1000人以上,東京都足立区東伊興三丁目１１番３５号（登記地）,https://www.yazaki-exp.com/
1236,正光運輸株式会社, - , - , - ,東京都江東区扇橋 3-11-8 正光ビル,https://www.seikoutp.com/
1237,SMARTPLUS株式会社,2002年, - , - ,東京都江戸川区東葛西5-43-4,http://www.smartplus-inc.com/
1238,トラスト･リンク株式会社, - , - , - ,東京都葛飾区奥戸2-13-22,http://trustlink-exp.co.jp/
1239,日本公共収納株式会社,2013年, - , - ,東京都千代田区神田須田町一丁目22番地　パルウールオオノビル3階,https://publicstorage.jp/
1240,リフォームスタジオ株式会社,1986年, - ,100-499人,千葉県千葉市美浜区高洲3-21-1　イオンマリンピア専門地下1階,https://www.reform-s.com/
1241,株式会社TRYNEXT, - , - , - ,静岡県浜松市東区半田山5-17-12,http://www.hamatorabox.jp/
1242,株式会社マイトランク,2014年, - , - ,東京都中央区日本橋小舟町8番1号9F,https://my-trunk.jp/
1243,スカイランド株式会社,1990年, - , - ,静岡県浜松市中区中央三丁目10番33号,http://www.skyland.co.jp/
1244,株式会社トレフィックス,2010年, - ,100-499人,愛知県一宮市千秋町加納馬場字大山9番地1,http://www.trefix.jp/
1245,リンク ＆ リンケージ株式会社,2017年, - ,100-499人,岡山県岡山市中区神下565,https://link-linkage.com/
1246,株式会社バース, - , - , - ,千葉県流山市南流山3-10-17　マリン流山ビル4F,http://www.birth44.net/
1247,株式会社明正, - , - ,100-499人,東京都中央区八丁堀2-7-1　八丁堀サンケイビル6階,https://home-meisei.net/
1248,株式会社シティ・ハウジング,1987年, - ,100-499人,東京都大田区西糀谷4丁目28-18,http://www.cityhousing.co.jp/
1249,株式会社エース, - , - , - ,大阪府大阪市西区川口3丁目6番27号,http://www.ace21.co.jp/
1250,東急リバブル株式会社,1972年, - ,1000人以上,東京都渋谷区道玄坂1丁目9番5号,http://www.livable.co.jp/
1251,株式会社浜電気,1949年, - ,100-499人,長崎県長崎市浜町2番7号　西浜町第２ビル　1F,https://hamadenkijutaku.com/
1252,株式会社ルートエフ, - , - , - ,東京都中野区東中野2-14-6,https://space-cue.com/
1253,藤原運輸株式会社,1949年, - ,500-999人,大阪府大阪市西区本田4-7-18,https://fujiwaraunyu.com/
1254,有限会社大輪輸送,1994年, - ,100-499人,愛知県名古屋市中川区春田4-123,https://dairin-express.co.jp/
1255,村正運輸株式会社,1972年, - ,30-99人,山形県米沢市万世町片子５５番地,http://www.murasho.com/
1256,清和海運株式会社,1949年, - ,500-999人,静岡県静岡市駿河区森下町1-35　静岡ＭＹタワー　2階、3階,https://www.seiwa-kaiun.co.jp/
1257,株式会社大村総業,1953年, - ,100-499人,静岡県富士市蓼原49-4,https://www.ohmura-sogyo.com/
1258,中部海運株式会社,1957年, - ,30-99人,三重県四日市市千歳町8番地,https://www.chubukaiun.jp/
1259,防府通運株式会社,1949年, - ,30-99人,山口県防府市浜方114-2,http://bo-tsu.co.jp/
1260,城戸運送有限会社,1969年, - ,30-99人,愛媛県大洲市東大洲1818-1,https://kido-transportation.com/
1261,株式会社博運社,1957年, - ,500-999人,福岡県糟屋郡志免町別府北３丁目４番１号,https://www.hus.co.jp/
1262,薩摩倉庫運輸株式会社,1949年, - ,30-99人,鹿児島県鹿児島市谷山港3丁目1-6,http://sa-sou.com/
1263,株式会社アズスタイル,2005年, - , - ,大阪府大阪市中央区南船場1丁目13-3,http://syunopark.com/
1264,センコーナガセ物流株式会社,1982年, - ,30-99人,兵庫県尼崎市東塚口町2‐4‐45,https://www.senko-nagase-logi.co.jp/
1265,中越通運株式会社,1970年, - ,1000人以上,新潟県新潟市中央区日の出三丁目4番15号,https://www.chu-tsuun.co.jp/
1266,堀内運送株式会社,1950年, - ,30-99人,大阪府大阪市天王寺区大道1-7-15,https://www.horiuchiunso.co.jp/
1267,株式会社アイカワ,1992年, - , - ,富山県富山市水橋市田袋291-1,http://aikawa-gr.jp/
1268,東磐運送株式会社,1956年, - ,100-499人,岩手県一関市千厩町千厩字下駒場282-1,http://www.toban-group.co.jp/
1269,株式会社大仙物流,2012年, - , - ,秋田県大仙市大曲西根字上野152番地1,http://www.daisenbutsuryu.jp/
1270,YBSサービス株式会社,1985年, - ,100-499人,山形県山形市鋳物町18番地,http://www.ybss.co.jp/
1271,大倉産業株式会社,1964年, - ,30-99人,京都府宇治市槇島町中川原125番地,http://www.ujiohkura.co.jp/
1272,株式会社ツカダ物流,1971年, - ,10-29人,福井県坂井市坂井町福島31-57,http://www.b-tukada.co.jp/
1273,服島運輸株式会社,1973年, - ,100-499人,鳥取県米子市和田町600,http://www.fukushima-unyu.com/
1274,株式会社マルカ運輸商事,1981年, - ,30-99人,鳥取県鳥取市千代水４丁目66,http://www.marukaunyu.com/
1275,株式会社セイワ運輸,1991年, - ,30-99人,徳島県美馬市穴吹町三島字舞中島2080-1,http://seiwa-transport.co.jp/
1276,川之江港湾運送株式会社,1949年, - ,100-499人,愛媛県四国中央市川之江町番外1-10,http://www.kawanoekowan.co.jp/
1277,丸全運輸株式会社,1960年, - ,100-499人,福岡県糟屋郡久山町大字山田字法立2765,http://www.maruzen-express.co.jp/
1278,丸栄運輸株式会社,1972年, - ,100-499人,高知県高知市長浜4404-5,https://www.marueiunyu.jp/
1279,株式会社アルム不動産運輸,1991年, - , - ,岩手県胆沢郡金ケ崎町西根油地28番地1,http://www.arumubuturyu.com/
1280,有限会社つちや,1966年, - ,10-29人,岐阜県瑞穂市十九条805番地,http://www.tsuchiya-chilled.com/
1281,株式会社オールユニール,1989年, - ,100-499人,群馬県館林市栄町5-12,http://www.allunil.co.jp/
1282,株式会社協同物流,1960年, - ,30-99人,群馬県伊勢崎市戸谷塚町850番地,http://www.kyodo-exp.com/
1283,昭和陸運株式会社,1973年, - ,30-99人,広島県福山市引野町4-1-8,http://www.shoriku.co.jp/
1284,株式会社ショーゼン,1963年, - ,30-99人,兵庫県淡路市木曽下162-3,http://www.shozen.com/
1285,スペースプランニング株式会社,1975年, - ,100-499人,静岡県浜松市東区和田町649-1,http://www.spaceplanning-kk.com/
1286,甲西陸運株式会社,1965年, - ,100-499人,滋賀県湖南市柑子袋278,http://www.kohriku.com/
1287,大十株式会社,1956年, - ,100-499人,和歌山県海南市船尾200番地の2,http://www.daijyu.co.jp/
1288,株式会社アイケン,1998年, - , - ,愛知県名古屋市南区天白町5丁目17番地の6,http://www.aiken-co.jp/
1289,名豊興運株式会社,1971年, - ,100-499人,愛知県小牧市南外山字道上123番地,https://meiho-kohun.co.jp/
1290,株式会社スクロール３６０,1986年,山崎　正之,100-499人,静岡県浜松市中央区佐藤２丁目２４−１,https://www.scroll360.jp/
1291,株式会社ミカサ,1989年, - , - ,大分県大分市高城西町7-27,https://mikalet.jp/
1292,株式会社ロケーションズ,2013年, - , - ,東京都豊島区東池袋3-1-1 サンシャイン60 45F,http://www.locations.co.jp/
1293,西日本急送株式会社,1955年, - ,30-99人,福岡県福岡市東区多の津1丁目19-6,http://www.nishikyu-cts.co.jp/
1294,三井倉庫ホールディングス株式会社, - , - , - ,東京都港区西新橋3丁目20番1号,https://www.mitsui-soko.com/
1295,株式会社首都圏物流（首都圏WMS）,1988年, - ,100-499人,東京都板橋区板橋2丁目65-8 MSビル 5階,https://www.shutoken.net/
1296,tenso株式会社,2008年, - ,100-499人,東京都品川区北品川4-7-35 御殿山トラストタワー6F,http://corp.tenso.com/
1297,株式会社ヨロズ物流,1995年, - ,30-99人,大阪府富田林市中野町2丁目540-1,https://www.yorozubutsuryu.com/
1298,藤久運輸倉庫株式会社,1957年, - ,100-499人,愛知県刈谷市宝町5丁目1番地,http://www.fujikyu-unyu.co.jp/
1299,株式会社キユーソー流通システム,1966年, - ,500-999人,東京都調布市調布ケ丘3-50-1,http://www.krs.co.jp/info/g_3.html
1300,宇治丸工運送株式会社,1974年, - ,30-99人,京都府久世郡久御山町市田北浦4-6,http://ujimaruko.co.jp/
1301,株式会社シティ・エキスプレス,1991年, - , - ,京都府京都市南区久世上久世町22-1,http://www.city-exp.co.jp/
1302,清水運送有限会社,1953年, - ,100-499人,東京都練馬区土支田1丁目1-5,https://shimizuunsou.co.jp/
1303,トータル物流株式会社,1996年, - ,30-99人,熊本県八代市敷川内町2460-1,http://total-buturyu.com/
1304,城東運輸倉庫株式会社,1971年, - ,30-99人,熊本県菊池郡大津町森831-1,http://www.jotoh-gp.com/
1305,株式会社昭和倉庫,1986年, - ,30-99人,大阪府大阪市都島区中野町2-14-18,https://showa-so-ko.com/
1306,匠産業株式会社,1981年, - ,30-99人,愛知県海部郡飛島村梅之郷字東梅5-1番地,http://www.tsk-81.co.jp/
1307,アイステップ株式会社,1999年, - ,1-4人,神奈川県横浜市中区新山下3丁目13番14号,http://www.istep-corp.co.jp/
1308,成田倉庫株式会社,1950年, - , - ,千葉県成田市吉倉２番地,http://www.naritasouko.co.jp/
1309,株式会社BANRI, - , - , - ,千葉県成田市南三里塚78‐7プロロジスパーク成田1　B棟　3F　1番シャッター,http://banri.biz/
1310,株式会社みかん箱,2008年, - , - ,東京都中央区日本橋浜町2-22-3TSI日本橋浜町第1ビル 5F,http://www.mikan-b.co.jp/
1311,株式会社ジェムインダストリーズ,1987年, - , - ,大阪府大阪市北区与力町1-5 与力町パークビル 6階,http://jem-industries.co.jp/
1312,L.U.インターナショナル合同会社,2014年, - , - ,宮城県仙台市太白区西の平1-9-1-２F,http://www.luinternational.jp/
1313,エイシアトレーディング株式会社,1986年, - , - ,愛知県名古屋市中区金山1-9-16 鉄鋼ビル118号 3F,http://www.asia-trading.net/
1314,フェネトル・パートナーズ株式会社,2008年, - ,30-99人,東京都港区六本木5丁目18番23号 INACビル4 階,https://www.fenetre.co.jp/jpn/
1315,藤和商事株式会社,1987年, - ,1-4人,神奈川県横浜市中区長者町5-85　三共横浜ビル７階,http://tohwa-t.co.jp/
1316,株式会社LIS,1950年, - , - ,東京都港区海岸3－6－30,https://lis-minato.com/
1317,有限会社カヤノ産業,1988年, - , - ,岡山県岡山市南区下中野59-1,http://www.e-ktr.com/
1318,ミヤコホールディングス株式会社,1969年, - ,30-99人,神奈川県相模原市緑区大島３１０２－６,http://www.miyako-group.co.jp/
1319,株式会社加瀬倉庫,2021年, - , - ,神奈川県横浜市港北区新横浜3丁目19番11号加瀬ビル88,https://www.kasegroup.co.jp/
1320,株式会社サンリー,1991年, - , - ,神奈川県厚木市下荻野156,http://www.contena-sunly.jp/
1321,株式会社丸山エンジニアリング,1964年, - , - ,東京都千代田区二番町9-3ＴＢ麹町1Ｆ,http://www.realtex.co.jp/
1322,有限会社アイ・トランク,2004年, - ,1-4人,広島県広島市南区大須賀町14番12号 第一ビル6F,http://www.i-trunk.jp/
1323,株式会社ジェイエムエム,1997年, - , - ,埼玉県川口市大字安行636,https://www.bigbox.jp/
1324,有限会社 スペースボックスレンタルサービス, - , - , - ,滋賀県守山市木浜町1882番地,http://www.spacebox.jp/
1325,株式会社アズ･ブリック,1989年, - ,30-99人,東京都中央区銀座5丁目15-18　銀座東新ビル7階,https://www.as-brick.co.jp/
1326,タチバナエステート株式会社,1971年, - ,5-9人,東京都千代田区有楽町1丁目2番15号,http://www.t-group.co.jp/
1327,株式会社コンボックス,1984年, - ,30-99人,千葉県千葉市中央区中央港2-4-4,https://www.combo-x.com/
1328,株式会社日本ビルドライフ,2000年, - , - ,千葉県千葉市中央区千葉寺町973-17ベルス千葉寺101号,http://www.my-cube.com/
1329,株式会社　ユー・エス・HIROTA,2007年, - , - ,奈良県橿原市久米町531番地の1,http://www.us-hirota.co.jp/
1330,株式会社吉澤屋,1965年, - , - ,東京都東大和市南街2-106-3,https://www.yoshizawaya.co.jp/
1331,合同会社ゲッコー, - , - , - ,東京都品川区西五反田2-9-7　ドルミ五反田407号,https://www.trunk365.net/
1332,有限会社able,2003年, - , - ,熊本県熊本市中央区上通り町11-5,http://able-kumamoto.jp/
1333,株式会社ア・ラプチュア・オン・アワーショルダー,2017年, - , - ,東京都中央区月島1-17-8,https://www.wholes.rent
1334,有限会社すや企画, - , - , - ,熊本県合志市須屋545-1　201号,http://suyakikaku.com/
